"","ADPF","Tipo","Parte"
"973",636,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE SERGIPE"
"974",636,"INTDO.(A/S)","JUIZ DO TRABALHO DA VARA DO TRABALHO DE PROPRIÁ"
"975",636,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"976",636,"INTDO.(A/S)","JUIZ DO TRABALHO DA 9ª VARA DO TRABALHO DE ARACAJU"
"977",636,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"978",636,"INTDO.(A/S)","JUIZ DO TRABALHO DA 4ª VARA DO TRABALHO DE ARACAJU"
"979",636,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"980",636,"INTDO.(A/S)","JUIZ DO TRABALHO DA 1ª VARA DO TRABALHO DE ITABAIANA"
"981",636,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"982",636,"INTDO.(A/S)","JUIZ DO TRABALHO DA VARA DO TRABALHO DE NOSSA SENHORA DA GLÓRIA"
"983",636,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"984",636,"INTDO.(A/S)","JUIZ DO TRABALHO DA VARA DO TRABALHO DE LAGARTO"
"985",636,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"986",636,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 20ª REGIÃO"
"987",636,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"988",637,"REQTE.(S)","PARTIDO DOS TRABALHADORES"
"989",637,"ADV.(A/S)","EUGENIO JOSE GUILHERME DE ARAGAO (04935/DF, 30746/ES, 428274/SP)"
"990",637,"INTDO.(A/S)","ASSEMBLEIA LEGISLATIVA DO ESTADO DE SÃO PAULO"
"991",637,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"992",638,"REQTE.(S)","ASSOCIAÇÃO NACIONAL DOS DEFENSORES PÚBLICOS - ANADEP"
"993",638,"ADV.(A/S)","ISABELA MARRAFON (0008565/MT)"
"994",638,"ADV.(A/S)","MARCO AURELIO MARRAFON (37805/DF, 7364/A/MT, 40092/PR)"
"995",638,"INTDO.(A/S)","GOVERNADOR DO ESTADO DE GOIÁS"
"996",638,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE GOIÁS"
"997",638,"INTDO.(A/S)","SECRETÁRIA DE ESTADO DE ECONOMIA DO ESTADO DE GOIÁS"
"998",638,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"999",639,"REQTE.(S)","PARTIDO LIBERAL - PL"
"1000",639,"ADV.(A/S)","MARCELO LUIZ AVILA DE BESSA (12330/DF, 1565A/MG, 474139/SP)"
"1001",639,"INTDO.(A/S)","SECRETÁRIA DO PATRIMÔNIO DA UNIÃO"
"1002",639,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1003",640,"REQTE.(S)","PARTIDO REPUBLICANO DA ORDEM SOCIAL - PROS"
"1004",640,"ADV.(A/S)","LAURO RODRIGUES DE MORAES REGO JUNIOR (68637/DF)"
"1005",640,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"1006",640,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1007",640,"INTDO.(A/S)","CONGRESSO NACIONAL"
"1008",640,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1009",640,"AM. CURIAE.","REDE DE MOBILIZAÇÃO PELA CAUSA ANIMAL - REMCA"
"1010",640,"ADV.(A/S)","CAROLINA BUSSENI BRANDAO (19736/BA)"
"1011",640,"AM. CURIAE.","PRINCÍPIO ANIMAL"
"1012",640,"ADV.(A/S)","CICERA DE FATIMA SILVA (173842/MG, 131561A/RS)"
"1013",640,"AM. CURIAE.","CONSELHO FEDERAL DA ORDEM DOS ADVOGADOS DO BRASIL"
"1014",640,"ADV.(A/S)","FELIPE DE SANTA CRUZ OLIVEIRA SCALETSKY (38672/DF, 095573/RJ)"
"1015",641,"REQTE.(S)","ASSOCIAÇÃO NACIONAL DOS EX-CABOS DA FORÇA AÉREA BRASILEIRA - ANECFAB"
"1016",641,"ADV.(A/S)","NEY MARQUES DOURADO FILHO (33917/DF)"
"1017",641,"INTDO.(A/S)","UNIÃO"
"1018",641,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1019",641,"INTDO.(A/S)","MINISTÉRIO DE ESTADO DA DEFESA"
"1020",641,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1021",641,"INTDO.(A/S)","MINISTÉRIO DA MULHER, DA FAMÍLIA E DOS DIREITOS HUMANOS"
"1022",641,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1023",642,"REQTE.(S)","PARTIDO SOCIALISMO E LIBERDADE (P-SOL)"
"1024",642,"ADV.(A/S)","GABRIELA RONDON ROSSI LOUZADA (43231/DF)"
"1025",642,"ADV.(A/S)","LUCIANA BOITEUX DE FIGUEIREDO RODRIGUES (090503/RJ)"
"1026",642,"INTDO.(A/S)","CONSELHO FEDERAL DE MEDICINA"
"1027",642,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1028",642,"AM. CURIAE.","SINDICATO DOS MEDICOS NO ESTADO DO PARANA"
"1029",642,"ADV.(A/S)","LUIZ GUSTAVO DE ANDRADE (35267/PR)"
"1030",642,"ADV.(A/S)","LUIZ FERNANDO ZORNIG FILHO (27936/PR)"
"1031",643,"REQTE.(S)","PARTIDO SOCIAL DEMOCRATICO - PSD DIRETORIO NACIONAL"
"1032",643,"ADV.(A/S)","SERGIO ANTONIO FERREIRA VICTOR (19277/DF)"
"1033",643,"ADV.(A/S)","ANTONIO PEDRO MACHADO (52908/DF, 422248/SP)"
"1034",643,"ADV.(A/S)","THIAGO FERNANDES BOVERIO (22432/DF, 321784/SP)"
"1035",643,"INTDO.(A/S)","SENADO FEDERAL"
"1036",643,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1037",644,"REQTE.(S)","GOVERNADOR DO ESTADO DE MATO GROSSO"
"1038",644,"PROC.(A/S)(ES)","PROCURADOR-GERAL DO ESTADO DE MATO GROSSO"
"1039",644,"INTDO.(A/S)","SENADO FEDERAL"
"1040",644,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1041",644,"AM. CURIAE.","INSTITUTO MAIS CIDADANIA"
"1042",644,"ADV.(A/S)","LUIZ GUSTAVO DE ANDRADE (35267/PR, 0035267P/PR)"
"1043",644,"ADV.(A/S)","ROOSEVELT ARRAES (34724/PR)"
"1044",645,"REQTE.(S)","PODEMOS"
"1045",645,"ADV.(A/S)","JOELSON COSTA DIAS (10441/DF, 157690/MG)"
"1046",645,"ADV.(A/S)","MARCELLI DE CASSIA PEREIRA (33843/DF)"
"1047",645,"INTDO.(A/S)","PRESIDENTE DO BANCO CENTRAL DO BRASIL"
"1048",645,"ADV.(A/S)","PROCURADOR-GERAL DO BANCO CENTRAL DO BRASIL"
"1049",645,"AM. CURIAE.","MUNICIPIO DE CAMPO GRANDE"
"1050",645,"ADV.(A/S)","PROCURADOR-GERAL DO MUNICIPIO DE CAMPO GRANDE"
"1051",646,"REQTE.(S)","CONFEDERACAO NACIONAL DAS CARREIRAS TIPICAS DE ESTADO"
"1052",646,"ADV.(A/S)","CLAUDIO RENATO DO CANTO FARAG (389410/SP)"
"1053",646,"ADV.(A/S)","FELIPE TEIXEIRA VIEIRA (69252/BA, 31718/DF, 27809/A/MT, 214342/RJ, 389419/SP)"
"1054",646,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DE SÃO PAULO"
"1055",646,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1056",647,"REQTE.(S)","ASSOCIACAO BRASILEIRA DA INDUSTRIA DE ARTIGOS E EQUIPAMENTOS MEDICOS, ODONTOLOGICOS, HOSPITALARES E DE LABORATORIOS - ABIMO"
"1057",647,"ADV.(A/S)","GAUDIO RIBEIRO DE PAULA (49080/DF, 383639/SP)"
"1058",647,"ADV.(A/S)","RODRIGO DE OLIVEIRA KAUFMANN (23866/DF, 374576/SP)"
"1059",647,"ADV.(A/S)","PEDRO CAMPANA NEME (37387/DF, 80316/PR)"
"1060",647,"INTDO.(A/S)","CONSELHO ADMINISTRATIVO DE RECURSOS FISCAIS (CARF)"
"1061",647,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1062",647,"INTDO.(A/S)","RECEITA FEDERAL DO BRASIL (RFB)"
"1063",647,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1064",647,"AM. CURIAE.","UNAFISCO  NACIONAL - ASSOCIACAO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL"
"1065",647,"ADV.(A/S)","CLAUDIO RENATO DO CANTO FARAG (389410/SP)"
"1066",647,"ADV.(A/S)","FABIO ZAMBITTE IBRAHIM (77643/PR, 176415/RJ, 126294A/RS)"
"1067",647,"AM. CURIAE.","SINDICATO NACIONAL DOS AUDITORES FISCAIS DO TRABALHO SINAIT"
"1068",647,"ADV.(A/S)","MAURO DE AZEVEDO MENEZES (10826/BA, 19241/DF, 253-A/SE, 385589/SP)"
"1069",647,"ADV.(A/S)","GUSTAVO TEIXEIRA RAMOS (28471/BA, 17725/DF, 385580/SP)"
"1070",647,"AM. CURIAE.","CONFEDERAÇÃO NACIONAL DE SAÚDE - CNSAÚDE"
"1071",647,"ADV.(A/S)","MARCOS VINICIUS BARROS OTTONI (16785/DF, 68823A/GO, 181061/RJ, 427551/SP)"
"1072",647,"ADV.(A/S)","JOICY DAMARES PEREIRA (28197/DF)"
"1073",647,"AM. CURIAE.","FEDERACAO DAS INDUSTRIAS DO ESTADO DE MINAS GERAIS"
"1074",647,"ADV.(A/S)","LIVIA GENDORF ROMUALDO DA SILVA (124739/MG)"
"1075",647,"ADV.(A/S)","TIAGO GOMES DE CARVALHO PINTO (71905/MG)"
"1076",648,"REQTE.(S)","CONFEDERACAO NACIONAL DA INDUSTRIA"
"1077",648,"ADV.(A/S)","CASSIO AUGUSTO MUNIZ BORGES (20016/DF, 091152/RJ)"
"1078",648,"ADV.(A/S)","MARIA DE LOURDES FRANCO DE ALENCAR SAMPAIO (50660/RJ)"
"1079",648,"INTDO.(A/S)","TRIBUNAL SUPERIOR DO TRABALHO"
"1080",648,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1081",648,"AM. CURIAE.","CONFEDERACAO NACIONAL DOS TRABALHADORES NAS INDUSTRIAS DE ALIMENTACAO E AFINS"
"1082",648,"ADV.(A/S)","SID HARTA RIEDEL DE FIGUEIREDO (1509-A/DF, 11497/SP)"
"1083",648,"ADV.(A/S)","RITA DE CASSIA BARBOSA LOPES VIVAS (08685/DF)"
"1084",648,"AM. CURIAE.","CENTRAL UNICA DOS TRABALHADORES-CUT"
"1085",648,"ADV.(A/S)","JOSE EYMARD LOGUERCIO (DF001441/)"
"1086",648,"AM. CURIAE.","MNCP - MOVIMENTO NACIONAL DAS CIDADÃS POSITHIVAS"
"1087",648,"AM. CURIAE.","RNP+BRASIL - REDE NACIONAL DE PESSOAS COM HIV E AIDS DO BRASIL"
"1088",648,"AM. CURIAE.","RNAJVHA - REDE NACIONAL DE ADOLESCENTES E JOVENS VIVENDO COM HIV/AIDS"
"1089",648,"ADV.(A/S)","PAULO ROBERTO IOTTI VECCHIATTI (242668/SP)"
"1090",648,"ADV.(A/S)","FERNANDA APARECIDA GONCALVES PERREGIL (48570A/GO, 236036/SP)"
"1091",648,"AM. CURIAE.","ASSOCIAÇÃO BRASILEIRA DE SAÚDE DO TRABALHADOR E DA TRABALHADORA - ABRASTT"
"1092",648,"ADV.(A/S)","GUSTAVO TEIXEIRA RAMOS (28471/BA, 17725/DF, 385580/SP)"
"1093",648,"ADV.(A/S)","MILENA PINHEIRO MARTINS (46676/BA, 34360/DF, 385590/SP)"
"1094",648,"AM. CURIAE.","FEDERAÇÃO DAS INDÚSTRIAS DO ESTADO DE MINAS GERAIS - FIEMG"
"1095",648,"ADV.(A/S)","JOSE EDUARDO DUARTE SAAD (165709/MG, 36634/SP)"
"1096",649,"REQTE.(S)","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC"
"1097",649,"ADV.(A/S)","ALAIN ALPIN MAC GREGOR (101780/RJ)"
"1098",649,"INTDO.(A/S)","SUPREMO TRIBUNAL FEDERAL"
"1099",649,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1100",649,"INTDO.(A/S)","RELATOR DA RCL Nº 34.919 DO SUPREMO TRIBUNAL FEDERAL"
"1101",649,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1102",649,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DO MARANHÃO"
"1103",649,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1104",649,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DE GOIÁS "
"1105",649,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1106",649,"INTDO.(A/S)","TRIBUNAL DE JUSTIÇA DO ESTADO DE PERNAMBUCO"
"1107",649,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1108",650,"REQTE.(S)","ASSOCIAÇÃO NACIONAL DE ALTOS ESTUDOS EM GUARDA MUNICIPAL - ANAEGM"
"1109",650,"REQTE.(S)","CONSELHO NACIONAL DAS GUARDAS MUNICIPAIS"
"1110",650,"ADV.(A/S)","ALEXANDRE DE MELO CARVALHO (35428/DF)"
"1111",650,"ADV.(A/S)","SANDRO MURILO GUIMARAES GUILHERME (20654/DF)"
"1112",650,"INTDO.(A/S)","SUPREMO TRIBUNAL FEDERAL"
"1113",650,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1114",651,"REQTE.(S)","REDE SUSTENTABILIDADE"
"1115",651,"ADV.(A/S)","BRUNO LUNARDI GONÇALVES (62880/DF)"
"1116",651,"INTDO.(A/S)","PRESIDENTE DA REPÚBLICA"
"1117",651,"PROC.(A/S)(ES)","ADVOGADO-GERAL DA UNIÃO"
"1118",651,"AM. CURIAE.","MOVIMENTO NACIONAL DE DIREITOS HUMANOS - MNDH"
"1119",651,"ADV.(A/S)","CARLOS NICODEMOS OLIVEIRA SILVA (75208/RJ)"
"1120",652,"REQTE.(S)","ANCORD - ASSOCIACAO NACIONAL DAS CORRETORAS E DISTRIBUIDORAS DE TITULOS E VALORES MOBILIARIOS CAMBIO E MERCADORIAS"
"1121",652,"ADV.(A/S)","ARIANE COSTA GUIMARAES (29766/DF, 68210/GO, 226490/RJ, 430298/SP)"
"1122",652,"ADV.(A/S)","PAULO CAMARGO TEDESCO (51970/DF, 58951/GO, 200596/MG, 79463/PR, 207177/RJ, 20612-A/RN, 119036A/RS, 234916/SP)"
"1123",652,"ADV.(A/S)","GABRIELA SILVA DE LEMOS (52224/DF, 211711/RJ, 208452/SP)"
"1124",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 1ª REGIÃO"
"1125",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1126",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 2ª REGIÃO"
"1127",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1128",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 3ª REGIÃO"
"1129",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1130",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 4ª REGIÃO"
"1131",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1132",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 5ª REGIÃO"
"1133",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1134",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 6ª REGIAO"
"1135",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1136",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 7A. REGIAO"
"1137",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1138",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 8ª REGIÃO"
"1139",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1140",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 9ª REGIÃO"
"1141",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1142",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 10ª REGIÃO"
"1143",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1144",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 11 REGIAO"
"1145",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1146",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 12ª REGIÃO"
"1147",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1148",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 13ª REGIÃO"
"1149",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1150",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 14ª REGIÃO"
"1151",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1152",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 15ª REGIÃO"
"1153",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1154",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 16ª REGIÃO"
"1155",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1156",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 17ª REGIÃO"
"1157",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1158",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 18ª REGIÃO"
"1159",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1160",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 19ª REGIÃO"
"1161",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1162",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 20ª REGIÃO"
"1163",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1164",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 21ª REGIÃO "
"1165",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1166",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 22ª REGIÃO"
"1167",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1168",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 23ª REGIÃO"
"1169",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1170",652,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 24ª REGIÃO"
"1171",652,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1172",653,"REQTE.(S)","ASSOCIACAO NACIONAL DOS PROCURADORES DO TRABALHO - ANPT"
"1173",653,"ADV.(A/S)","RUDI MEIRA CASSEL (22256/DF, 38605/ES, 165498/MG, 170271/RJ, 49862A/RS, 421811/SP)"
"1174",653,"INTDO.(A/S)","PROCURADOR-GERAL DA REPÚBLICA"
"1175",654,"REQTE.(S)","CONFEDERACAO NACIONAL DO TRANSPORTE"
"1176",654,"ADV.(A/S)","SERGIO ANTONIO FERREIRA VICTOR (19277/DF)"
"1177",654,"ADV.(A/S)","SHELLY GIULEATTE PANCIERI (59181/DF)"
"1178",654,"ADV.(A/S)","ANTONIO PEDRO MACHADO (52908/DF, 422248/SP)"
"1179",654,"INTDO.(A/S)","TRIBUNAL SUPERIOR DO TRABALHO"
"1180",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1181",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 1ª REGIÃO"
"1182",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1183",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 2ª REGIÃO"
"1184",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1185",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 3ª REGIÃO"
"1186",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1187",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 4ª REGIÃO"
"1188",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1189",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 5ª REGIÃO"
"1190",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1191",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 6ª REGIAO"
"1192",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1193",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 7ª REGIÃO"
"1194",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1195",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 8ª REGIÃO"
"1196",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1197",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 10ª REGIÃO"
"1198",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1199",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 11 REGIAO"
"1200",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1201",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 12ª REGIÃO"
"1202",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1203",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 13ª REGIÃO"
"1204",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1205",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 14ª REGIÃO"
"1206",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1207",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 15ª REGIÃO"
"1208",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1209",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 16ª REGIÃO"
"1210",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1211",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 17ª REGIÃO"
"1212",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1213",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 18ª REGIÃO"
"1214",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1215",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 19ª REGIÃO"
"1216",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1217",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 20ª REGIÃO"
"1218",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1219",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 21ª REGIÃO "
"1220",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1221",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 22ª REGIÃO"
"1222",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1223",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 23ª REGIÃO"
"1224",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1225",654,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 24ª REGIÃO"
"1226",654,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1227",655,"REQTE.(S)","FEDERACAO NACIONAL DO FISCO ESTADUAL E DISTRITAL - FENAFISCO"
"1228",655,"ADV.(A/S)","ELOISA MACHADO DE ALMEIDA (201790/SP)"
"1229",656,"REQTE.(S)","REDE SUSTENTABILIDADE"
"1230",656,"ADV.(A/S)","BRUNO LUNARDI GONCALVES (62880/DF)"
"1231",656,"ADV.(A/S)","FABIANO CONTARATO (31672/ES)"
"1232",656,"ADV.(A/S)","CASSIO DOS SANTOS ARAUJO (54492/DF)"
"1233",656,"ADV.(A/S)","FILIPE TORRI DA ROSA (35538/DF)"
"1234",656,"ADV.(A/S)","KAMILA RODRIGUES ROSENDA (32792/DF)"
"1235",656,"INTDO.(A/S)","SECRETÁRIO DE DEFESA AGROPECUÁRIA DO MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO"
"1236",656,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1237",657,"REQTE.(S)","CONFEDERACAO NACIONAL DO TRANSPORTE"
"1238",657,"ADV.(A/S)","PAULO TEODORO DO NASCIMENTO (32964/ES, 43241/GO, 53758/MG, 200806/RJ, 367904/SP)"
"1239",657,"ADV.(A/S)","JEFERSON COSTA DE OLIVEIRA (56928/BA, 75899/MG, 75899/MG)"
"1240",657,"ADV.(A/S)","MARCIO AMERICO DE OLIVEIRA MATA (65377/MG, 65377/MG)"
"1241",657,"ADV.(A/S)","GUILHERME THEO RODRIGUES DA ROCHA SAMPAIO"
"1242",657,"INTDO.(A/S)","TRIBUNAL SUPERIOR DO TRABALHO"
"1243",657,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1244",657,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 1ª REGIÃO"
"1245",657,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1246",657,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 2ª REGIÃO"
"1247",657,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1248",657,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 3ª REGIÃO"
"1249",657,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1250",657,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 4ª REGIÃO"
"1251",657,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1252",657,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 5ª REGIÃO"
"1253",657,"ADV.(A/S)","SEM REPRESENTAÇÃO NOS AUTOS"
"1254",657,"INTDO.(A/S)","TRIBUNAL REGIONAL DO TRABALHO DA 6ª REGIAO"
