"","ADPF","Data","Nome","Julgador","Decisao"
"492",690,"23/11/2020","Liminar referendada","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, referendou a medida cautelar concedida, para determinar que: (a) o Ministério da Saúde mantenha, em sua integralidade, a divulgação diária dos dados epidemiológicos relativos à pandemia (COVID-19), inclusive no sítio do Ministério da Saúde e com os números acumulados de ocorrências, exatamente conforme realizado até o último dia 04 de junho de 2020; e (b) o Governo do Distrito Federal se abstenha de utilizar nova metodologia de contabilidade dos casos e óbitos decorrentes da pandemia da COVID-19, retomando, imediatamente, a divulgação dos dados na forma como veiculada até o dia 18 de agosto de 2020, nos termos do voto do Relator. Falou, pelos requerentes, o Dr. Levi Borges de Oliveira Veríssimo. Plenário, Sessão Virtual de 13.11.2020 a 20.11.2020."
"493",690,"04/11/2020","Deferido","MIN. ALEXANDRE DE MORAES","Em 4 de novembro de 2020: ""(...) DEFIRO OS PEDIDOS DE INGRESSO COMO AMICUS CURIAE na
presente Arguição de Descumprimento de Preceito Fundamental.
Em complemento, na forma do art. 6º da Lei 9.882/1999, determino
sejam solicitadas informações definitivas sobre o objeto da presente ação,
a serem prestadas pelo Presidente da República e Ministério da Saúde,
bem como pelo Governador do Distrito Federal, no prazo de 10 (dez)
dias. Na sequência, confira-se vista dos autos ao Advogado-Geral da
União e à Procuradoria-Geral da República, sucessivamente, no prazo de
5 (cinco) dias, para que ambos se manifestem na forma da legislação
vigente.
Adote-se providência semelhantes nas ADPFs 691 e 692, que
tramitam em conjunto com esta ADPF 690.
À Secretaria, para as anotações pertinentes.
Publique-se."""
"494",690,"27/10/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 709-2020.AM - Agendado para: 13/11/2020."
"495",690,"04/09/2020","Liminar deferida ad referendum","MIN. ALEXANDRE DE MORAES","Diante do exposto, ACOLHO O PEDIDO DE ADITAMENTO À PETIÇÃO INICIAL promovido pelos requerentes, e DEFIRO A MEDIDA CAUTELAR, ad referendum do Plenário desta SUPREMA CORTE, com base no art. 21, V, do RISTF, para DETERMINAR QUE O GOVERNO DO DISTRITO FEDERAL SE ABSTENHA DE UTILIZAR NOVA METODOLOGIA DE CONTABILIDADE DOS CASOS E ÓBITOS DECORRENTES DA PANDEMIA DA COVID-19, RETOMANDO, IMEDIATAMENTE, A DIVULGAÇÃO DOS DADOS NA FORMA COMO VEICULADA ATÉ O DIA 18 DE AGOSTO DE 2020.
Em virtude da urgência, intime-se o Governador do Distrito Federal para o cumprimento imediato da decisão e para prestar as informações que entender necessárias, em 48 (quarenta e oito) horas.
Publique-se."
"496",690,"09/06/2020","Liminar parcialmente deferida ad referendum","MIN. ALEXANDRE DE MORAES","em 8.6.2020 ""(...) Diante do exposto, CONCEDO PARCIALMENTE A MEDIDA CAUTELAR na presente arguição de descumprimento de preceito fundamental, ad referendum do Plenário desta SUPREMA CORTE, com base no art. 21, V, do RISTF, para DETERMINAR AO MINISTRO DA SAÚDE QUE MANTENHA, EM SUA INTEGRALIDADE, A DIVULGAÇÃO DIÁRIA DOS DADOS EPIDEMIOLÓGICOS RELATIVOS À PANDEMIA (COVID-19), INCLUSIVE NO SÍTIO DO MINISTÉRIO DA SAÚDE E COM OS NÚMEROS ACUMULADOS DE OCORRÊNCIAS, EXATAMENTE CONFORME REALIZADO ATÉ O ÚLTIMO DIA 04 DE JUNHO.
Em virtude da urgência, intime-se, inclusive por meio de Whatsapp do Advogado-Geral da União, a União para o cumprimento da decisão e para prestar as informações que entender necessárias, em 48 (quarenta e oito) horas.
Após o transcurso desse prazo, os autos deverão ser imediatamente conclusos para análise dos demais pedidos liminares e envio imediato ao Plenário da CORTE.
Publique-se."""
"497",691,"13/09/2021","Deferido","MIN. ALEXANDRE DE MORAES","Em 10 de setembro de 2021: ""(...) DEFIRO O PEDIDO DE INGRESSO COMO AMICUS CURIAE
requeridos na presente ADPF.
À Secretaria, para as anotações pertinentes.
Publique-se."""
"498",691,"15/03/2021","Procedente em parte","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade,  julgou parcialmente procedente a arguição de descumprimento de preceito fundamental, para determinar que: (a) o Ministério da Saúde mantenha, em sua integralidade, a divulgação diária dos dados epidemiológicos relativos à pandemia (COVID-19), inclusive no sítio do Ministério da Saúde e com os números acumulados de ocorrências, exatamente conforme realizado até o dia 4 de junho de 2020; (b) o Governo do Distrito Federal se abstenha de utilizar nova metodologia de contabilidade dos casos e óbitos decorrentes da pandemia de COVID-19, mantendo a divulgação dos dados na forma como veiculada até o dia 18 de agosto de 2020, nos termos do voto do Relator. Plenário, Sessão Virtual de 5.3.2021 a 12.3.2021."
"499",691,"24/02/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 111-2021.AM - Agendado para: 05/03/2021."
"500",691,"23/11/2020","Liminar referendada","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, referendou a medida cautelar concedida, para determinar que: (a) o Ministério da Saúde mantenha, em sua integralidade, a divulgação diária dos dados epidemiológicos relativos à pandemia (COVID-19), inclusive no sítio do Ministério da Saúde e com os números acumulados de ocorrências, exatamente conforme realizado até o último dia 04 de junho de 2020; e (b) o Governo do Distrito Federal se abstenha de utilizar nova metodologia de contabilidade dos casos e óbitos decorrentes da pandemia da COVID-19, retomando, imediatamente, a divulgação dos dados na forma como veiculada até o dia 18 de agosto de 2020, nos termos do voto do Relator. Plenário, Sessão Virtual de 13.11.2020 a 20.11.2020."
"501",691,"27/10/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 709-2020.AM - Agendado para: 13/11/2020."
"502",692,"15/03/2021","Procedente em parte","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade,  julgou parcialmente procedente a arguição de descumprimento de preceito fundamental, para determinar que: (a) o Ministério da Saúde mantenha, em sua integralidade, a divulgação diária dos dados epidemiológicos relativos à pandemia (COVID-19), inclusive no sítio do Ministério da Saúde e com os números acumulados de ocorrências, exatamente conforme realizado até o dia 4 de junho de 2020; (b) o Governo do Distrito Federal se abstenha de utilizar nova metodologia de contabilidade dos casos e óbitos decorrentes da pandemia de COVID-19, mantendo a divulgação dos dados na forma como veiculada até o dia 18 de agosto de 2020, nos termos do voto do Relator. Falou, pelo requerente, a Dra. Manuela Elias Batista. Plenário, Sessão Virtual de 5.3.2021 a 12.3.2021."
"503",692,"24/02/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 111-2021.AM - Agendado para: 05/03/2021."
"504",692,"23/11/2020","Liminar referendada","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, referendou a medida cautelar concedida, para determinar que: (a) o Ministério da Saúde mantenha, em sua integralidade, a divulgação diária dos dados epidemiológicos relativos à pandemia (COVID-19), inclusive no sítio do Ministério da Saúde e com os números acumulados de ocorrências, exatamente conforme realizado até o último dia 04 de junho de 2020; e (b) o Governo do Distrito Federal se abstenha de utilizar nova metodologia de contabilidade dos casos e óbitos decorrentes da pandemia da COVID-19, retomando, imediatamente, a divulgação dos dados na forma como veiculada até o dia 18 de agosto de 2020, nos termos do voto do Relator. Falou, pelo requerente, a Dra. Manuela Elias Batista. Plenário, Sessão Virtual de 13.11.2020 a 20.11.2020."
"505",692,"27/10/2020","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-MC-Ref. Incluído na Lista 709-2020.AM - Agendado para: 13/11/2020."
"506",693,"09/03/2022","Não conhecido(s)","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, não conheceu da arguição de descumprimento de preceito fundamental, nos termos do voto do Relator. Falou, pelo amicus curiae Conselho Regional de Odontologia do Rio Grande do Sul - CRO/RS, a Dra. Cristiane Correa da Costa de Almeida. Plenário, Sessão Virtual de 25.2.2022 a 8.3.2022."
"507",693,"16/02/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 42-2022.RB - Agendado para: 25/02/2022 a 08/03/2022."
"508",693,"16/02/2022","Deferido","MIN. ROBERTO BARROSO","Diante disso, tendo em vista o preenchimento dos requisitos legais, defiro o ingresso no feito, na qualidade de amici curiae, do Diretório Estadual do Partido dos Trabalhadores – RS, da Associação Nacional de Fundações Estatais de Saúde – ANFES, do Partido Socialismo e Liberdade – Diretório Estadual do Rio Grande do Sul, do Sindicato dos Odontologistas do Rio Grande do Sul – SOERGS e do Conselho Regional de Odontologia do Rio Grande Do Sul – CRO/RS."
"509",693,"07/02/2022","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF. Incluído na Lista 24-2022.RB - Agendado para: 18/02/2022 a 25/02/2022."
"510",693,"28/06/2021","Adotado rito do Art. 12, da Lei 9.868/99","MIN. ROBERTO BARROSO","(...)
3. Assim sendo, ante a presença dos requisitos legais, adoto o rito abreviado do art. 12 da Lei n° 9.868/1999, de modo a permitir a célere e definitiva resolução da questão. Assim, determino as seguintes providências: (i) solicitem-se informações ao Prefeito e ao Presidente da Câmara Municipal de Porto Alegre, bem como ao Presidente do Tribunal de Justiça do Estado do Rio Grande do Sul, no prazo de dez dias; (ii) em seguida, encaminhem-se os autos, sucessivamente, ao Advogado-Geral da União e ao Procurador-Geral da República, para manifestação, no prazo de cinco dias."
"511",694,"15/09/2021","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por maioria, negou provimento ao agravo regimental, nos termos do voto do Relator, vencido o Ministro Gilmar Mendes. Plenário, Sessão Virtual de 3.9.2021 a 14.9.2021."
"512",694,"31/08/2021","Indeferido","MIN. ALEXANDRE DE MORAES","Em 31 de agosto de 2021: ""(...) INDEFIRO o requerimento.
Publique-se."""
"513",694,"25/08/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR. Incluído na Lista 552-2021.AM - Agendado para: 03/09/2021 a 13/09/2021."
"514",694,"28/07/2021","Negado seguimento","MIN. ALEXANDRE DE MORAES","Em 28 de julho de 2021: ""(...) NEGO SEGUIMENTO à presente Arguição de
Descumprimento de Preceito Fundamental, com base no art. 4º, caput e §
1º, da Lei 9.882/1999 e no art. 21, § 1º, do Regimento Interno do Supremo
Tribunal Federal.
Publique-se."""
"515",695,"15/09/2022","Procedente em parte","TRIBUNAL PLENO","Decisão: O Tribunal rejeitou as preliminares; conheceu, por unanimidade, da ADI 6.649; e, quanto à ADPF 695, dela conheceu, por maioria, vencidos os Ministros André Mendonça e Nunes Marques, que não conheciam da arguição. No mérito, por maioria, julgou parcialmente procedentes os pedidos, conferindo interpretação conforme ao Decreto 10.046/2019, traduzida nos seguintes termos: 1. O compartilhamento de dados pessoais entre órgãos e entidades da Administração Pública, pressupõe: a) eleição de propósitos legítimos, específicos e explícitos para o tratamento de dados (art. 6º, inciso I, da Lei 13.709/2018); b) compatibilidade do tratamento com as finalidades informadas (art. 6º, inciso II); c) limitação do compartilhamento ao mínimo necessário para o atendimento da finalidade informada (art. 6º, inciso III); bem como o cumprimento integral dos requisitos, garantias e procedimentos estabelecidos na Lei Geral de Proteção de Dados, no que for compatível com o setor público. 2. O compartilham"
"516",695,"15/12/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO","Pleno em 15/12/2021 17:54:15 -"
"517",695,"27/01/2021","Deferido","MIN. GILMAR MENDES","26/01/2021: ... Considerando a complexidade da matéria em análise e a representatividade das entidades requerentes, defiro o pedido para que ingressem nos autos, na condição de amicus curiae, podendo apresentar memoriais e realizar sustentação oral.

À secretaria para inclusão dos requerentes e seus patronos. 
Publique-se."
"518",695,"12/08/2020","Deferido","MIN. GILMAR MENDES","10/8/2020: ... Considerando a complexidade da matéria em análise e a representatividade da entidade requerente, defiro o pedido para que ingresse nos autos, na condição de amicus curiae, podendo apresentar memoriais e realizar sustentação oral.

À secretaria para inclusão do requerente e seus patronos. 
Publique-se."
"519",695,"04/08/2020","Deferido","MIN. GILMAR MENDES","3/8/2020: ... Considerando a complexidade da matéria em análise e a representatividade da entidade requerente, defiro o pedido para que ingresse nos autos, na condição de amicus curiae, podendo apresentar memoriais e realizar sustentação oral.
À secretaria para inclusão do requerente e seus patronos. 
Publique-se"
"520",695,"04/08/2020","Deferido","MIN. GILMAR MENDES","3/8/2020: ... Considerando a complexidade da matéria em análise e a
representatividade da entidade requerente, defiro o pedido para que
ingresse nos autos, na condição de amicus curiae, podendo apresentar
memoriais e realizar sustentação oral.
À secretaria para inclusão do requerente e seus patronos.
Publique-se."
"521",695,"24/06/2020","Liminar indeferida","MIN. GILMAR MENDES","... Ante o exposto, ausentes os pressupostos para a concessão da tutela de urgência, indefiro,    ad referendum    do Plenário do Supremo Tribunal Federal, o pedido de medida cautelar (art. 21, V, do RISTF).
Intimem-se o requerente, o Advogado-Geral da União e o Procurador-Geral da República, para que, no prazo de dez dias, manifestem-se sobre o objeto da presente ADPF, se entenderem necessário, nos termos do art. 6º, caput e § 1º, da Lei 9.882/1999.
Publique-se."
"522",695,"24/06/2020","Deferido","MIN. GILMAR MENDES","23/6/2020: ... Considerando a complexidade da matéria em análise e a representatividade da entidade requerente, defiro o pedido para que ingresse nos autos, na condição de amicus curiae, podendo apresentar memoriais e realizar sustentação oral.
À secretaria para inclusão do requerente e seus patronos.         

Publique-se."
"523",695,"22/06/2020","Apresentado em mesa para julgamento","TRIBUNAL PLENO","Pleno em 22/06/2020 10:28:15 - ADPF-MC"
"524",696,"14/06/2021","Embargos rejeitados","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, conheceu dos embargos de declaração e negou-lhes provimento, nos termos do voto do Relator. Plenário, Sessão Virtual de 4.6.2021 a 11.6.2021."
"525",696,"25/05/2021","Inclua-se em pauta - minuta extraída","TRIBUNAL PLENO - SESSÃO VIRTUAL","Julgamento Virtual: ADPF-AgR-ED. Incluído na Lista 601-2021.MAM - Agendado para: 04/06/2021 a 11/06/2021."
"526",696,"30/11/2020","Agravo regimental não provido","TRIBUNAL PLENO - SESSÃO VIRTUAL","Decisão: O Tribunal, por unanimidade, negou provimento ao agravo regimental, nos termos do voto do Relator. O Ministro Nunes Marques acompanhou o Relator com ressalvas. Plenário, Sessão Virtual de 20.11.2020 a 27.11.2020."
